order_value,order_weight_estimate,order_dimensions_score,current_shipping_cost,current_carrier,current_lead_time,supplier_name,supplier_diversity_category,supplier_location,shipping_cost_ratio,consolidation_opportunity,consolidation_score,order_frequency,frequency_score,optimization_target,cost_reduction_potential,carrier_ups,carrier_fedex,carrier_freight,carrier_ground,diversity_dvbe,diversity_osb,diversity_mb,po_date,fiscal_year,accounting_period,alternative_ups_cost,alternative_fedex_cost,alternative_usps_cost,best_alternative_cost,potential_savings,savings_percentage
68640.0,686.4,10.0,6864.0,Freight,28,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Very High,4,Annual,1,0,1372.8000000000002,0,0,1,0,1,0,0,2023-10-31,2023,4,5547.716787538556,6515.785212776575,7511.001886806065,5547.716787538556,1316.2832124614442,19.17662022816789
1040.0,10.4,10.0,104.0,Ground,7,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,As-Needed,6,0,20.8,0,0,0,1,1,0,0,2023-10-31,2023,4,123.54824984993897,90.38302052892394,82.86949929487841,82.86949929487841,21.13050070512159,20.31778913953999
5491.2,54.912,10.0,0.0,0,0,DEEP BLUE INTEGRATION INC,DVBE,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,1,0,0,2023-10-31,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
1472.0,14.72,10.0,0.0,0,0,DEEP BLUE INTEGRATION INC,DVBE,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,1,0,0,2023-10-31,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
6006.0,60.06,10.0,0.0,0,0,DEEP BLUE INTEGRATION INC,DVBE,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,1,0,0,2023-10-31,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
13950.0,139.5,10.0,1395.0,Freight,21,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,High,3,As-Needed,6,0,279.0,0,0,1,0,1,0,0,2023-10-31,2023,9,1218.3397164982161,1452.5678017621565,1382.8447225254176,1218.3397164982161,176.66028350178385,12.663819605862642
3860.0,38.6,10.0,386.0,UPS,14,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,As-Needed,6,0,77.2,1,0,0,0,1,0,0,2023-11-29,2023,5,355.7750023129526,430.83923559033855,326.9857156918527,326.9857156918527,59.014284308147296,15.28867469122987
23109.38,231.09380000000002,10.0,2310.94,FedEx,10,DEEP BLUE INTEGRATION INC,DVBE,California,0.10000008654494409,High,3,Quarterly,4,1,462.18800000000005,0,1,0,0,1,0,0,2024-01-17,2023,7,2333.8242512464817,2291.6771077461267,2202.146334460771,2202.146334460771,108.7936655392291,4.7077667762568085
12400.0,124.0,10.0,1240.0,Ground,7,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,As-Needed,6,0,248.0,0,0,0,1,1,0,0,2024-01-17,2023,7,1206.2447292464894,1098.4890594890483,1182.2307365374038,1098.4890594890483,141.51094051095174,11.412172621850946
620.0,6.2,6.2,62.0,UPS,7,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Low,1,As-Needed,6,0,12.4,1,0,0,0,1,0,0,2024-01-29,2023,7,56.82248267691144,65.9663530423477,56.687212165054014,56.687212165054014,5.312787834945986,8.569012637009656
2450.0,24.5,10.0,245.0,Ground,14,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,As-Needed,6,0,49.0,0,0,0,1,1,0,0,2024-02-13,2023,8,255.9615836827932,264.1677010733419,180.348397465332,180.348397465332,64.651602534668,26.388409197823677
5412.0,54.120000000000005,10.0,541.2,Ground,14,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,As-Needed,6,0,108.24000000000001,0,0,0,1,1,0,0,2024-02-13,2023,8,463.1576309539541,551.1489657973834,559.6662842451584,463.1576309539541,78.04236904604596,14.420245573918322
30498.0,304.98,10.0,3049.8,Electronic,1,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,High,3,Annual,1,0,609.96,0,0,0,0,1,0,0,2024-03-01,2023,8,2796.2330996410833,3297.718711627626,2526.1860168603203,2526.1860168603203,523.6139831396799,17.16879740113056
30498.0,304.98,10.0,3049.8,Electronic,1,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,High,3,Annual,1,0,609.96,0,0,0,0,1,0,0,2024-03-01,2023,8,2886.7721398708404,3044.1233429376357,2362.39766120699,2362.39766120699,687.4023387930101,22.539259584005837
30498.0,304.98,10.0,3049.8,Electronic,1,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,High,3,Annual,1,0,609.96,0,0,0,0,1,0,0,2024-03-01,2023,8,2996.2088951460464,3070.5991749147615,2184.6024106854875,2184.6024106854875,865.1975893145127,28.36899433780945
14880.0,148.8,10.0,1488.0,Electronic,1,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,Annual,1,0,297.6,0,0,0,0,1,0,0,2024-03-01,2023,8,1657.7367322211214,1455.6543105952564,1393.2994797856416,1393.2994797856416,94.70052021435845,6.364282272470326
9000.0,90.0,10.0,900.0,Ground,7,DEEP BLUE INTEGRATION INC,DVBE,California,0.1,Medium,2,As-Needed,6,0,180.0,0,0,0,1,1,0,0,2024-03-21,2023,9,791.8825615770095,771.8631642209057,873.9231702632218,771.8631642209057,128.13683577909433,14.237426197677147
1231.06,12.310599999999999,10.0,123.11,UPS,14,A-TOWN AV INC,OSB,California,0.10000324923236886,Medium,2,As-Needed,6,1,24.622,1,0,0,0,0,1,0,2022-08-03,2023,1,123.81096068523989,108.62825407314371,86.99385104772334,86.99385104772334,36.11614895227666,29.336486842885762
1218.12,12.181199999999999,10.0,121.81,Freight,21,A-TOWN AV INC,OSB,California,0.09999835812563623,Medium,2,Quarterly,4,0,24.362000000000002,0,0,1,0,0,1,0,2022-09-07,2023,12,126.31280745323417,104.68701673255033,110.21822217257417,104.68701673255033,17.12298326744967,14.057124429397971
399.04,3.9904,3.9904,39.9,Freight,21,A-TOWN AV INC,OSB,California,0.09998997594226142,Low,1,Quarterly,4,0,7.98,0,0,1,0,0,1,0,2022-09-07,2023,12,32.66134858701116,41.53283262282745,31.544872572159086,31.544872572159086,8.355127427840912,20.94016899208249
235.04,2.3504,2.3504,23.5,Ground,7,A-TOWN AV INC,OSB,California,0.09998298162014976,Low,1,As-Needed,6,0,4.7,0,0,0,1,0,1,0,2022-09-07,2023,4,24.51092160787352,22.191209666588104,22.51462422984883,22.191209666588104,1.3087903334118955,5.569320567710194
70.21,0.7021,0.7021,7.02,Ground,7,A-TOWN AV INC,OSB,California,0.09998575701467027,Low,1,As-Needed,6,0,1.404,0,0,0,1,0,1,0,2022-09-07,2023,4,6.094831739313914,7.038049875592864,5.403620932646016,5.403620932646016,1.616379067353984,23.02534283980034
90.28,0.9028,0.9028,0.0,0,0,A-TOWN AV INC,OSB,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,0,1,0,2022-09-07,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
26.96,0.2696,0.2696,0.0,0,0,A-TOWN AV INC,OSB,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,0,1,0,2022-09-07,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
1516.08,15.1608,10.0,151.61,Freight,21,A-TOWN AV INC,OSB,California,0.10000131919159941,Medium,2,Quarterly,4,1,30.322000000000003,0,0,1,0,0,1,0,2022-09-07,2023,4,179.8477890137736,147.53394648842956,162.93405343695056,147.53394648842956,4.07605351157045,2.688512308931106
26.4,0.264,0.264,2.64,Ground,7,A-TOWN AV INC,OSB,California,0.1,Low,1,As-Needed,6,0,0.528,0,0,0,1,0,1,0,2022-09-07,2023,4,2.965667599610983,2.842396501726095,1.9932221170181688,1.9932221170181688,0.6467778829818314,24.499162234160277
109.91,1.0991,1.0991,0.0,0,0,A-TOWN AV INC,OSB,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,0,1,0,2022-09-07,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
502.28,5.0228,5.0228,50.23,UPS,14,A-TOWN AV INC,OSB,California,0.10000398184279685,Low,1,Quarterly,4,1,10.046,1,0,0,0,0,1,0,2022-09-07,2023,7,42.14642811461626,43.85551026121008,37.44090998876591,37.44090998876591,12.789090011234087,25.461059150376446
315.15,3.1515,3.1515,31.52,Ground,7,A-TOWN AV INC,OSB,California,0.10001586546089164,Low,1,As-Needed,6,1,6.304,0,0,0,1,0,1,0,2022-09-07,2023,4,33.842809998265274,29.53188973875259,33.72253713925612,29.53188973875259,1.9881102612474102,6.307456412586962
36.41,0.3641,0.3641,0.0,0,0,A-TOWN AV INC,OSB,California,0.0,Low,1,As-Needed,6,0,0.0,0,0,0,0,0,1,0,2022-09-07,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
340.0,3.4,3.4,34.0,Ground,7,A-TOWN AV INC,OSB,California,0.1,Low,1,As-Needed,6,0,6.800000000000001,0,0,0,1,0,1,0,2022-12-15,2023,6,28.859719993888994,38.38291605389424,27.308006136926117,27.308006136926117,6.691993863073883,19.682334891393772
510.42,5.1042000000000005,5.1042000000000005,51.04,UPS,7,A-TOWN AV INC,OSB,California,0.09999608165824223,Medium,2,Monthly,12,0,10.208,1,0,0,0,0,1,0,2023-11-14,2023,5,50.9415317968317,55.75793925189035,49.2022342838338,49.2022342838338,1.8377657161661958,3.6006381586328287
322.0,3.22,3.22,32.2,UPS,7,A-TOWN AV INC,OSB,California,0.1,Medium,2,Monthly,12,0,6.440000000000001,1,0,0,0,0,1,0,2023-11-14,2023,10,26.202924151964016,33.488680287890695,33.06582193859166,26.202924151964016,5.997075848035987,18.624459155391264
7.86,0.0786,0.0786,0.79,Ground,3,A-TOWN AV INC,OSB,California,0.1005089058524173,Low,1,Monthly,12,1,0.15800000000000003,0,0,0,1,0,1,0,2023-11-14,2023,5,0.9193452470568952,0.8780361598744891,0.7284434564654302,0.7284434564654302,0.06155654353456985,7.791967536021501
43.42,0.43420000000000003,0.43420000000000003,4.34,Ground,3,A-TOWN AV INC,OSB,California,0.09995393827729156,Low,1,Monthly,12,0,0.868,0,0,0,1,0,1,0,2023-11-14,2023,10,3.9212420480576293,4.735381044122647,3.957473404026027,3.9212420480576293,0.41875795194237053,9.648800735999322
2614.22,26.1422,10.0,261.42,Freight,14,A-TOWN AV INC,OSB,California,0.09999923495344692,High,3,As-Needed,6,0,52.284000000000006,0,0,1,0,0,1,0,2023-11-14,2023,5,278.4146302303272,236.83894343819625,208.28401035487843,208.28401035487843,53.13598964512158,20.325908363981938
2103.8,21.038000000000004,10.0,210.38,Freight,14,A-TOWN AV INC,OSB,California,0.09999999999999999,High,3,As-Needed,6,0,42.076,0,0,1,0,0,1,0,2023-11-14,2023,10,194.53511047507612,235.1559686306964,155.10078411640202,155.10078411640202,55.27921588359797,26.27588928776403
441.15,4.4115,4.4115,44.12,UPS,10,A-TOWN AV INC,OSB,California,0.10001133401337413,Medium,2,Quarterly,4,1,8.824,1,0,0,0,0,1,0,2023-11-14,2023,10,44.47416043774601,44.64073391399555,46.71806369636031,44.47416043774601,-0.35416043774601036,-0.8027208471124443
628.55,6.2855,6.2855,62.86,UPS,10,A-TOWN AV INC,OSB,California,0.10000795481664149,Medium,2,Quarterly,4,1,12.572000000000001,1,0,0,0,0,1,0,2023-11-14,2023,5,64.03448326380742,68.65770644608389,66.64211162931478,64.03448326380742,-1.1744832638074172,-1.868411173731176
472.55,4.7255,4.7255,47.26,UPS,10,A-TOWN AV INC,OSB,California,0.10001058089091101,Medium,2,Quarterly,4,1,9.452,1,0,0,0,0,1,0,2023-11-14,2023,10,41.30248862725456,52.87578245031528,45.05014994829386,41.30248862725456,5.9575113727454365,12.605821778978918
48.35,0.48350000000000004,0.48350000000000004,4.84,Ground,5,A-TOWN AV INC,OSB,California,0.10010341261633919,Low,1,Monthly,12,1,0.968,0,0,0,1,0,1,0,2023-11-14,2023,5,5.749115839352185,4.575741045659146,4.0443616754702845,4.0443616754702845,0.7956383245297154,16.438808358051972
303.65,3.0364999999999998,3.0364999999999998,30.37,Ground,5,A-TOWN AV INC,OSB,California,0.1000164663263626,Low,1,Monthly,12,1,6.074000000000001,0,0,0,1,0,1,0,2023-11-14,2023,10,33.71231353819082,26.817183084371663,25.501197912394606,25.501197912394606,4.8688020876053955,16.031617015493563
40.53,0.4053,0.4053,4.05,Ground,5,A-TOWN AV INC,OSB,California,0.09992598075499629,Low,1,Monthly,12,0,0.81,0,0,0,1,0,1,0,2023-11-14,2023,5,4.761988285333986,3.719441222488459,4.011048199769788,3.719441222488459,0.33055877751154084,8.16194512374175
34.05,0.34049999999999997,0.34049999999999997,3.41,Ground,5,A-TOWN AV INC,OSB,California,0.10014684287812042,Low,1,Monthly,12,1,0.682,0,0,0,1,0,1,0,2023-11-14,2023,10,3.9485445059833135,3.33543126776466,3.610658394575316,3.33543126776466,0.07456873223534011,2.1867663412123197
491.71,4.9171,4.9171,49.17,Ground,7,A-TOWN AV INC,OSB,California,0.09999796628093796,Medium,2,Monthly,12,0,9.834000000000001,0,0,0,1,0,1,0,2023-11-14,2023,5,51.09549678325642,53.861035812122694,51.86621579244633,51.09549678325642,-1.9254967832564205,-3.9159991524434017
486.19,4.8619,4.8619,48.62,Ground,7,A-TOWN AV INC,OSB,California,0.1000020568090664,Medium,2,Monthly,12,1,9.724,0,0,0,1,0,1,0,2023-11-14,2023,10,56.824610122729574,53.88161628737702,49.201019615839066,49.201019615839066,-0.5810196158390681,-1.195021834304953
128.27,1.2827000000000002,1.2827000000000002,12.83,Ground,5,A-TOWN AV INC,OSB,California,0.1000233881655882,Low,1,Monthly,12,1,2.5660000000000003,0,0,0,1,0,1,0,2023-11-14,2023,5,10.718143520530452,10.932258750414553,12.275906408063806,10.718143520530452,2.111856479469548,16.46029991792321
79.32,0.7931999999999999,0.7931999999999999,7.93,Ground,5,A-TOWN AV INC,OSB,California,0.09997478567826526,Low,1,Monthly,12,0,1.586,0,0,0,1,0,1,0,2023-11-14,2023,10,6.965657639593529,7.9555678328320285,5.817891968964295,5.817891968964295,2.1121080310357048,26.634401400198044
66.92,0.6692,0.6692,6.69,Ground,5,A-TOWN AV INC,OSB,California,0.09997011356843993,Low,1,Monthly,12,0,1.338,0,0,0,1,0,1,0,2023-11-14,2023,5,5.473028225124601,6.524243883319599,5.115518438917187,5.115518438917187,1.5744815610828136,23.534851436215448
19.78,0.1978,0.1978,1.98,Ground,5,A-TOWN AV INC,OSB,California,0.10010111223458037,Low,1,Monthly,12,1,0.396,0,0,0,1,0,1,0,2023-11-14,2023,10,1.8416616219645054,1.8149320394196136,2.097654917313447,1.8149320394196136,0.16506796058038642,8.336765685878103
29.74,0.2974,0.2974,2.97,Ground,5,A-TOWN AV INC,OSB,California,0.09986550100874245,Low,1,Monthly,12,0,0.5940000000000001,0,0,0,1,0,1,0,2023-11-14,2023,5,2.8377486201511046,2.6313000422943116,2.799437722875593,2.6313000422943116,0.3386999577056886,11.404038979989513
15.7,0.157,0.157,1.57,Ground,5,A-TOWN AV INC,OSB,California,0.1,Low,1,Monthly,12,0,0.31400000000000006,0,0,0,1,0,1,0,2023-11-14,2023,10,1.4264071919540067,1.4935167457311087,1.1047757484152434,1.1047757484152434,0.46522425158475667,29.63211793533482
118.05,1.1805,1.1804999999999999,11.81,Ground,7,A-TOWN AV INC,OSB,California,0.10004235493434986,Low,1,Monthly,12,1,2.362,0,0,0,1,0,1,0,2023-11-14,2023,5,13.362955993233713,13.379229080962055,8.746351568499135,8.746351568499135,3.063648431500866,25.94113828535873
744.75,7.4475,7.4475,74.48,Ground,7,A-TOWN AV INC,OSB,California,0.10000671366230279,Medium,2,Monthly,12,1,14.896,0,0,0,1,0,1,0,2023-11-14,2023,10,70.21239510885542,70.52964631307175,71.9030447052672,70.21239510885542,4.267604891144586,5.729866932256425
137.56,1.3756000000000002,1.3756,13.76,Ground,7,A-TOWN AV INC,OSB,California,0.1000290782204129,Low,1,Monthly,12,1,2.7520000000000002,0,0,0,1,0,1,0,2023-11-14,2023,5,12.554263541319344,13.837567686556614,9.659858957489586,9.659858957489586,4.100141042510414,29.79753664615126
116.13,1.1613,1.1613,11.61,Ground,7,A-TOWN AV INC,OSB,California,0.09997416688194265,Low,1,Monthly,12,0,2.322,0,0,0,1,0,1,0,2023-11-14,2023,10,11.808280610186905,12.317115033831902,8.873792590782863,8.873792590782863,2.736207409217137,23.567677943300062
7.86,0.0786,0.0786,0.79,UPS,10,A-TOWN AV INC,OSB,California,0.1005089058524173,Low,1,Quarterly,4,1,0.15800000000000003,1,0,0,0,0,1,0,2023-11-14,2023,5,0.676532055092025,0.7576802157638927,0.7263998774398412,0.676532055092025,0.11346794490797507,14.363031001009501
3833.39,38.3339,10.0,383.34,Freight,14,A-TOWN AV INC,OSB,California,0.10000026086570894,High,3,Quarterly,4,1,76.66799999999999,0,0,1,0,0,1,0,2023-11-14,2023,10,429.6776762409014,437.5958830770758,374.4304420334068,374.4304420334068,8.909557966593184,2.3241920922922694
80.0,0.8,0.8,8.0,Ground,7,A-TOWN AV INC,OSB,California,0.1,Low,1,Monthly,12,0,1.6,0,0,0,1,0,1,0,2023-11-14,2023,10,6.638562059775267,9.109873507861066,7.686276030408322,6.638562059775267,1.3614379402247332,17.017974252809164
8.61,0.0861,0.0861,0.86,Ground,5,A-TOWN AV INC,OSB,California,0.09988385598141696,Low,1,Monthly,12,0,0.17200000000000001,0,0,0,1,0,1,0,2023-11-14,2023,5,1.027489106190578,0.795959832322944,0.6791486424544326,0.6791486424544326,0.18085135754556736,21.0292276215776
710.14,7.1014,7.1014,71.01,Ground,7,A-TOWN AV INC,OSB,California,0.0999943673078548,Medium,2,Monthly,12,0,14.202000000000002,0,0,0,1,0,1,0,2023-11-14,2023,10,78.74284042710227,70.9513849210255,69.93573860315541,69.93573860315541,1.0742613968445909,1.5128311460985648
80.07,0.8007,0.8007,8.01,Ground,7,A-TOWN AV INC,OSB,California,0.10003746721618584,Low,1,Monthly,12,1,1.602,0,0,0,1,0,1,0,2023-11-14,2023,5,7.044685043635488,7.531510578489697,6.367146076339747,6.367146076339747,1.6428539236602528,20.510036500128003
